ifo_freq,t1,t2,t3,time
L1_f2,0.0,0.0,0.0,1323246066
L1_f3,0.0,0.0,0.0,1323246066
H1_f1,0.0,0.0,0.0,1323246066
H1_f2,0.0,0.0,0.0,1323246066
H1_f3,0.0,0.0,0.0,1323246066
L1_f1,0.0,0.0,0.0,1325676538
L1_f2,0.0,0.0,0.0,1325676538
L1_f3,0.0,0.0,0.0,1325676538
H1_f1,0.0,0.0,0.0,1325676538
H1_f2,0.0,0.0,0.0,1325676538
H1_f3,0.0,0.0,0.0,1325676538
L1_f1,2.3,1.1,0.6,1324512267
L1_f2,0.1,0.0,0.0,1324512267
L1_f3,0.0,0.0,0.0,1324512267
H1_f1,1.2,0.6,0.3,1324512267
H1_f2,0.0,0.0,0.0,1324512267
H1_f3,0.0,0.0,0.0,1324512267
L1_f1,0.0,0.0,0.0,1324128239
L1_f2,0.0,0.0,0.0,1324128239
L1_f3,0.0,0.0,0.0,1324128239
H1_f1,0.0,0.0,0.0,1324128239
H1_f2,0.0,0.0,0.0,1324128239
H1_f3,0.0,0.0,0.0,1324128239
L1_f1,0.9,0.4,0.2,1322614517
L1_f2,0.0,0.0,0.0,1322614517
L1_f3,0.0,0.0,0.0,1322614517
H1_f1,0.4,0.2,0.1,1322614517
H1_f2,0.0,0.0,0.0,1322614517
H1_f3,0.0,0.0,0.0,1322614517
L1_f1,5.4,2.7,1.3,1324331465
L1_f2,0.7,0.3,0.2,1324331465
L1_f3,0.0,0.0,0.0,1324331465
H1_f1,1.8,0.9,0.5,1324331465
H1_f2,0.5,0.2,0.1,1324331465
H1_f3,0.0,0.0,0.0,1324331465
L1_f1,1.4,0.7,0.3,1325736860
L1_f2,0.0,0.0,0.0,1325736860
L1_f3,0.0,0.0,0.0,1325736860
H1_f1,1.0,0.5,0.3,1325736860
H1_f2,0.0,0.0,0.0,1325736860
H1_f3,0.0,0.0,0.0,1325736860
L1_f1,0.0,0.0,0.0,1322652597
L1_f2,0.0,0.0,0.0,1322652597
L1_f3,0.0,0.0,0.0,1322652597
H1_f1,0.0,0.0,0.0,1322652597
H1_f2,0.0,0.0,0.0,1322652597
H1_f3,0.0,0.0,0.0,1322652597
L1_f1,1.2,0.6,0.3,1323909903
L1_f2,0.0,0.0,0.0,1323909903
L1_f3,0.0,0.0,0.0,1323909903
H1_f1,0.8,0.4,0.2,1323909903
H1_f2,0.0,0.0,0.0,1323909903
H1_f3,0.0,0.0,0.0,1323909903
L1_f1,0.0,0.0,0.0,1325139536
L1_f2,0.0,0.0,0.0,1325139536
L1_f3,0.0,0.0,0.0,1325139536
H1_f1,0.0,0.0,0.0,1325139536
H1_f2,0.0,0.0,0.0,1325139536
H1_f3,0.0,0.0,0.0,1325139536
L1_f1,0.0,0.0,0.0,1324241945
L1_f2,0.0,0.0,0.0,1324241945
L1_f3,0.0,0.0,0.0,1324241945
H1_f1,0.0,0.0,0.0,1324241945
H1_f2,0.0,0.0,0.0,1324241945
H1_f3,0.0,0.0,0.0,1324241945
L1_f1,0.0,0.0,0.0,1323262789
L1_f2,0.0,0.0,0.0,1323262789
L1_f3,0.0,0.0,0.0,1323262789
H1_f1,0.0,0.0,0.0,1323262789
H1_f2,0.0,0.0,0.0,1323262789
H1_f3,0.0,0.0,0.0,1323262789
L1_f1,0.0,0.0,0.0,1325555493
L1_f2,0.0,0.0,0.0,1325555493
L1_f3,0.0,0.0,0.0,1325555493
H1_f1,0.0,0.0,0.0,1325555493
H1_f2,0.0,0.0,0.0,1325555493
H1_f3,0.0,0.0,0.0,1325555493
L1_f1,0.0,0.0,0.0,1325230696
L1_f2,0.0,0.0,0.0,1325230696
L1_f3,0.0,0.0,0.0,1325230696
H1_f1,0.0,0.0,0.0,1325230696
H1_f2,0.0,0.0,0.0,1325230696
H1_f3,0.0,0.0,0.0,1325230696
L1_f1,0.0,0.0,0.0,1325564704
L1_f2,0.0,0.0,0.0,1325564704
L1_f3,0.0,0.0,0.0,1325564704
H1_f1,0.0,0.0,0.0,1325564704
H1_f2,0.0,0.0,0.0,1325564704
H1_f3,0.0,0.0,0.0,1325564704
L1_f1,0.0,0.0,0.0,1324906320
L1_f2,0.0,0.0,0.0,1324906320
L1_f3,0.0,0.0,0.0,1324906320
H1_f1,0.0,0.0,0.0,1324906320
H1_f2,0.0,0.0,0.0,1324906320
H1_f3,0.0,0.0,0.0,1324906320
L1_f1,0.0,0.0,0.0,1322806330
L1_f2,0.0,0.0,0.0,1322806330
L1_f3,0.0,0.0,0.0,1322806330
H1_f1,0.0,0.0,0.0,1322806330
H1_f2,0.0,0.0,0.0,1322806330
H1_f3,0.0,0.0,0.0,1322806330
L1_f1,0.6,0.3,0.2,1322955544
L1_f2,0.0,0.0,0.0,1322955544
L1_f3,0.0,0.0,0.0,1322955544
H1_f1,0.2,0.1,0.0,1322955544
H1_f2,0.0,0.0,0.0,1322955544
H1_f3,0.0,0.0,0.0,1322955544
L1_f1,0.0,0.0,0.0,1323627550
L1_f2,0.0,0.0,0.0,1323627550
L1_f3,0.0,0.0,0.0,1323627550
H1_f1,0.0,0.0,0.0,1323627550
H1_f2,0.0,0.0,0.0,1323627550
H1_f3,0.0,0.0,0.0,1323627550
L1_f1,0.0,0.0,0.0,1323302128
L1_f2,0.0,0.0,0.0,1323302128
L1_f3,0.0,0.0,0.0,1323302128
H1_f1,0.0,0.0,0.0,1323302128
H1_f2,0.0,0.0,0.0,1323302128
H1_f3,0.0,0.0,0.0,1323302128
L1_f1,2.1,1.1,0.5,1325978437
L1_f2,0.0,0.0,0.0,1325978437
L1_f3,0.0,0.0,0.0,1325978437
H1_f1,2.3,1.2,0.6,1325978437
H1_f2,0.0,0.0,0.0,1325978437
H1_f3,0.0,0.0,0.0,1325978437
L1_f1,0.0,0.0,0.0,1323006280
L1_f2,0.0,0.0,0.0,1323006280
L1_f3,0.0,0.0,0.0,1323006280
H1_f1,0.0,0.0,0.0,1323006280
H1_f2,0.0,0.0,0.0,1323006280
H1_f3,0.0,0.0,0.0,1323006280
L1_f1,0.0,0.0,0.0,1324109376
L1_f2,0.0,0.0,0.0,1324109376
L1_f3,0.0,0.0,0.0,1324109376
H1_f1,0.0,0.0,0.0,1324109376
H1_f2,0.0,0.0,0.0,1324109376
H1_f3,0.0,0.0,0.0,1324109376
L1_f1,3.6,2.3,1.1,1325581835
L1_f2,0.3,0.1,0.1,1325581835
L1_f3,0.0,0.0,0.0,1325581835
H1_f1,1.8,0.9,0.5,1325581835
H1_f2,0.3,0.1,0.1,1325581835
H1_f3,0.0,0.0,0.0,1325581835
L1_f1,0.0,0.0,0.0,1322615765
L1_f2,0.0,0.0,0.0,1322615765
L1_f3,0.0,0.0,0.0,1322615765
H1_f1,0.0,0.0,0.0,1322615765
H1_f2,0.0,0.0,0.0,1322615765
H1_f3,0.0,0.0,0.0,1322615765
L1_f1,0.0,0.0,0.0,1324924161
L1_f2,0.0,0.0,0.0,1324924161
L1_f3,0.0,0.0,0.0,1324924161
H1_f1,0.0,0.0,0.0,1324924161
H1_f2,0.0,0.0,0.0,1324924161
H1_f3,0.0,0.0,0.0,1324924161
L1_f1,2.9,1.4,0.7,1325844848
L1_f2,0.3,0.1,0.1,1325844848
L1_f3,0.0,0.0,0.0,1325844848
H1_f1,2.6,1.3,0.7,1325844848
H1_f2,0.3,0.2,0.1,1325844848
H1_f3,0.0,0.0,0.0,1325844848
L1_f1,5.6,2.8,1.4,1322914217
L1_f2,0.5,0.2,0.1,1322914217
L1_f3,0.0,0.0,0.0,1322914217
H1_f1,2.6,1.3,0.7,1322914217
H1_f2,0.5,0.2,0.1,1322914217
H1_f3,0.0,0.0,0.0,1322914217
L1_f1,0.0,0.0,1.1,1324105571
L1_f2,0.0,0.0,0.1,1324105571
L1_f3,0.0,0.0,0.0,1324105571
H1_f1,0.0,0.0,0.0,1324105571
H1_f2,0.0,0.0,0.0,1324105571
H1_f3,0.0,0.0,0.0,1324105571
L1_f1,0.0,0.0,0.0,1326021724
L1_f2,0.0,0.0,0.0,1326021724
L1_f3,0.0,0.0,0.0,1326021724
H1_f1,0.0,0.0,0.0,1326021724
H1_f2,0.0,0.0,0.0,1326021724
H1_f3,0.0,0.0,0.0,1326021724
L1_f1,0.0,0.0,0.0,1324076335
L1_f2,0.0,0.0,0.0,1324076335
L1_f3,0.0,0.0,0.0,1324076335
H1_f1,0.0,0.0,0.0,1324076335
H1_f2,0.0,0.0,0.0,1324076335
H1_f3,0.0,0.0,0.0,1324076335
L1_f1,0.6,0.3,0.2,1325663339
L1_f2,0.0,0.0,0.0,1325663339
L1_f3,0.0,0.0,0.0,1325663339
H1_f1,0.4,0.2,0.1,1325663339
H1_f2,0.0,0.0,0.0,1325663339
H1_f3,0.0,0.0,0.0,1325663339
L1_f1,1.7,0.9,0.4,1325660700
L1_f2,0.2,0.1,0.1,1325660700
L1_f3,0.0,0.0,0.0,1325660700
H1_f1,0.9,0.4,0.2,1325660700
H1_f2,0.0,0.0,0.0,1325660700
H1_f3,0.0,0.0,0.0,1325660700
L1_f1,1.0,0.5,0.2,1323272484
L1_f2,0.0,0.0,0.0,1323272484
L1_f3,0.0,0.0,0.0,1323272484
H1_f1,0.2,0.1,0.1,1323272484
H1_f2,0.0,0.0,0.0,1323272484
H1_f3,0.0,0.0,0.0,1323272484
L1_f1,2.7,1.3,0.7,1324734155
L1_f2,0.0,0.0,0.0,1324734155
L1_f3,0.0,0.0,0.0,1324734155
H1_f1,0.9,0.5,0.2,1324734155
H1_f2,0.0,0.0,0.0,1324734155
H1_f3,0.0,0.0,0.0,1324734155
L1_f1,0.0,0.0,0.0,1325627609
L1_f2,0.0,0.0,0.0,1325627609
L1_f3,0.0,0.0,0.0,1325627609
H1_f1,0.0,0.0,0.0,1325627609
H1_f2,0.0,0.0,0.0,1325627609
H1_f3,0.0,0.0,0.0,1325627609
L1_f1,2.2,1.1,0.5,1326000692
L1_f2,0.0,0.0,0.0,1326000692
L1_f3,0.0,0.0,0.0,1326000692
H1_f1,0.6,0.3,0.2,1326000692
H1_f2,0.0,0.0,0.0,1326000692
H1_f3,0.0,0.0,0.0,1326000692
L1_f1,0.0,0.0,0.0,1324636338
L1_f2,0.0,0.0,0.0,1324636338
L1_f3,0.0,0.0,0.0,1324636338
H1_f1,0.0,0.0,0.0,1324636338
H1_f2,0.0,0.0,0.0,1324636338
H1_f3,0.0,0.0,0.0,1324636338
L1_f1,0.2,0.1,0.1,1322803566
L1_f2,0.0,0.0,0.0,1322803566
L1_f3,0.0,0.0,0.0,1322803566
H1_f1,0.0,0.0,0.0,1322803566
H1_f2,0.0,0.0,0.0,1322803566
H1_f3,0.0,0.0,0.0,1322803566
L1_f1,0.7,0.3,0.2,1324534815
L1_f2,0.0,0.0,0.0,1324534815
L1_f3,0.0,0.0,0.0,1324534815
H1_f1,0.2,0.1,0.1,1324534815
H1_f2,0.0,0.0,0.0,1324534815
H1_f3,0.0,0.0,0.0,1324534815
L1_f1,0.9,0.5,0.2,1325238803
L1_f2,0.0,0.0,0.0,1325238803
L1_f3,0.0,0.0,0.0,1325238803
H1_f1,0.8,0.4,0.2,1325238803
H1_f2,0.0,0.0,0.0,1325238803
H1_f3,0.0,0.0,0.0,1325238803
L1_f1,0.0,0.0,0.0,1322915810
L1_f2,0.0,0.0,0.0,1322915810
L1_f3,0.0,0.0,0.0,1322915810
H1_f1,0.0,0.0,0.0,1322915810
H1_f2,0.0,0.0,0.0,1322915810
H1_f3,0.0,0.0,0.0,1322915810
L1_f1,0.0,0.0,0.0,1324913590
L1_f2,0.0,0.0,0.0,1324913590
L1_f3,0.0,0.0,0.0,1324913590
H1_f1,0.0,0.0,0.0,1324913590
H1_f2,0.0,0.0,0.0,1324913590
H1_f3,0.0,0.0,0.0,1324913590
L1_f1,1.1,0.6,0.3,1323473333
L1_f2,0.0,0.0,0.0,1323473333
L1_f3,0.0,0.0,0.0,1323473333
H1_f1,0.1,0.1,0.0,1323473333
H1_f2,0.0,0.0,0.0,1323473333
H1_f3,0.0,0.0,0.0,1323473333
L1_f1,0.0,0.0,0.0,1322663871
L1_f2,0.0,0.0,0.0,1322663871
L1_f3,0.0,0.0,0.0,1322663871
H1_f1,0.0,0.0,0.5,1322663871
H1_f2,0.0,0.0,0.0,1322663871
H1_f3,0.0,0.0,0.0,1322663871
L1_f1,0.0,0.0,0.0,1324794216
L1_f2,0.0,0.0,0.0,1324794216
L1_f3,0.0,0.0,0.0,1324794216
H1_f1,0.1,0.0,0.0,1324794216
H1_f2,0.0,0.0,0.0,1324794216
H1_f3,0.0,0.0,0.0,1324794216
L1_f1,2.0,1.0,0.5,1325102833
L1_f2,0.0,0.0,0.0,1325102833
L1_f3,0.0,0.0,0.0,1325102833
H1_f1,0.0,0.0,0.0,1325102833
H1_f2,0.0,0.0,0.0,1325102833
H1_f3,0.0,0.0,0.0,1325102833
L1_f1,0.0,0.0,0.0,1323320441
L1_f2,0.0,0.0,0.0,1323320441
L1_f3,0.0,0.0,0.0,1323320441
H1_f1,0.0,0.0,0.0,1323320441
H1_f2,0.0,0.0,0.0,1323320441
H1_f3,0.0,0.0,0.0,1323320441
L1_f1,0.0,0.0,0.0,1324286875
L1_f2,0.0,0.0,0.0,1324286875
L1_f3,0.0,0.0,0.0,1324286875
H1_f1,0.0,0.0,0.0,1324286875
H1_f2,0.0,0.0,0.0,1324286875
H1_f3,0.0,0.0,0.0,1324286875
L1_f1,1.5,0.7,0.4,1324589675
L1_f2,0.0,0.0,0.0,1324589675
L1_f3,0.0,0.0,0.0,1324589675
H1_f1,1.1,0.6,0.3,1324589675
H1_f2,0.0,0.0,0.0,1324589675
H1_f3,0.0,0.0,0.0,1324589675
L1_f1,1.1,0.6,0.3,1325638794
L1_f2,0.0,0.0,0.0,1325638794
L1_f3,0.0,0.0,0.0,1325638794
H1_f1,0.1,0.0,0.0,1325638794
H1_f2,0.0,0.0,0.0,1325638794
H1_f3,0.0,0.0,0.0,1325638794
L1_f1,0.0,0.0,0.0,1323366891
L1_f2,0.0,0.0,0.0,1323366891
L1_f3,0.0,0.0,0.0,1323366891
H1_f1,0.0,0.0,0.0,1323366891
H1_f2,0.0,0.0,0.0,1323366891
H1_f3,0.0,0.0,0.0,1323366891
L1_f1,0.7,0.3,0.2,1324290051
L1_f2,0.0,0.0,0.0,1324290051
L1_f3,0.0,0.0,0.0,1324290051
H1_f1,0.7,0.3,0.2,1324290051
H1_f2,0.0,0.0,0.0,1324290051
H1_f3,0.0,0.0,0.0,1324290051
L1_f1,0.6,0.3,0.1,1323447192
L1_f2,0.0,0.0,0.0,1323447192
L1_f3,0.0,0.0,0.0,1323447192
H1_f1,0.1,0.0,0.0,1323447192
H1_f2,0.0,0.0,0.0,1323447192
H1_f3,0.0,0.0,0.0,1323447192
L1_f1,0.2,0.1,0.1,1325218281
L1_f2,0.0,0.0,0.0,1325218281
L1_f3,0.0,0.0,0.0,1325218281
H1_f1,0.0,0.0,0.0,1325218281
H1_f2,0.0,0.0,0.0,1325218281
H1_f3,0.0,0.0,0.0,1325218281
L1_f1,0.0,0.0,0.0,1325309296
L1_f2,0.0,0.0,0.0,1325309296
L1_f3,0.0,0.0,0.0,1325309296
H1_f1,0.0,0.0,0.0,1325309296
H1_f2,0.0,0.0,0.0,1325309296
H1_f3,0.0,0.0,0.0,1325309296
L1_f1,0.0,0.0,0.0,1325111877
L1_f2,0.0,0.0,0.0,1325111877
L1_f3,0.0,0.0,0.0,1325111877
H1_f1,0.0,0.0,0.0,1325111877
H1_f2,0.0,0.0,0.0,1325111877
H1_f3,0.0,0.0,0.0,1325111877
L1_f1,0.0,0.0,0.0,1323602108
L1_f2,0.0,0.0,0.0,1323602108
L1_f3,0.0,0.0,0.0,1323602108
H1_f1,0.0,0.0,0.0,1323602108
H1_f2,0.0,0.0,0.0,1323602108
H1_f3,0.0,0.0,0.0,1323602108
L1_f1,0.8,0.4,0.2,1324757106
L1_f2,0.0,0.0,0.0,1324757106
L1_f3,0.0,0.0,0.0,1324757106
H1_f1,0.0,0.0,0.0,1324757106
H1_f2,0.0,0.0,0.0,1324757106
H1_f3,0.0,0.0,0.0,1324757106
L1_f1,1.4,0.7,0.4,1324929563
L1_f2,0.0,0.0,0.0,1324929563
L1_f3,0.0,0.0,0.0,1324929563
H1_f1,0.3,0.2,0.1,1324929563
H1_f2,0.0,0.0,0.0,1324929563
H1_f3,0.0,0.0,0.0,1324929563
L1_f1,0.0,0.0,0.0,1324106542
L1_f2,0.0,0.0,0.0,1324106542
L1_f3,0.0,0.0,0.0,1324106542
H1_f1,0.0,0.0,0.0,1324106542
H1_f2,0.0,0.0,0.0,1324106542
H1_f3,0.0,0.0,0.0,1324106542
L1_f1,3.7,1.8,0.9,1324296980
L1_f2,0.0,0.0,0.0,1324296980
L1_f3,0.0,0.0,0.0,1324296980
H1_f1,2.4,1.2,0.6,1324296980
H1_f2,0.0,0.0,0.0,1324296980
H1_f3,0.0,0.0,0.0,1324296980
L1_f1,0.0,0.0,0.0,1325042136
L1_f2,0.0,0.0,0.0,1325042136
L1_f3,0.0,0.0,0.0,1325042136
H1_f1,0.0,0.0,0.0,1325042136
H1_f2,0.0,0.0,0.0,1325042136
H1_f3,0.0,0.0,0.0,1325042136
L1_f1,0.0,0.0,0.0,1325879755
L1_f2,0.0,0.0,0.0,1325879755
L1_f3,0.0,0.0,0.0,1325879755
H1_f1,0.0,0.0,0.0,1325879755
H1_f2,0.0,0.0,0.0,1325879755
H1_f3,0.0,0.0,0.0,1325879755
L1_f1,0.5,0.2,0.1,1325291797
L1_f2,0.0,0.0,0.0,1325291797
L1_f3,0.0,0.0,0.0,1325291797
H1_f1,0.0,0.0,0.0,1325291797
H1_f2,0.0,0.0,0.0,1325291797
H1_f3,0.0,0.0,0.0,1325291797
L1_f1,0.0,0.0,0.0,1324277896
L1_f2,0.0,0.0,0.0,1324277896
L1_f3,0.0,0.0,0.0,1324277896
H1_f1,0.0,0.0,0.0,1324277896
H1_f2,0.0,0.0,0.0,1324277896
H1_f3,0.0,0.0,0.0,1324277896
L1_f1,2.4,1.2,0.6,1324098524
L1_f2,0.2,0.1,0.1,1324098524
L1_f3,0.0,0.0,0.0,1324098524
H1_f1,1.5,0.8,0.4,1324098524
H1_f2,0.2,0.1,0.0,1324098524
H1_f3,0.0,0.0,0.0,1324098524
L1_f1,0.0,0.0,0.0,1325983830
L1_f2,0.0,0.0,0.0,1325983830
L1_f3,0.0,0.0,0.0,1325983830
H1_f1,0.0,0.0,0.0,1325983830
H1_f2,0.0,0.0,0.0,1325983830
H1_f3,0.0,0.0,0.0,1325983830
L1_f1,0.1,0.1,0.0,1323491241
L1_f2,0.0,0.0,0.0,1323491241
L1_f3,0.0,0.0,0.0,1323491241
H1_f1,0.0,0.0,0.0,1323491241
H1_f2,0.0,0.0,0.0,1323491241
H1_f3,0.0,0.0,0.0,1323491241
L1_f1,0.5,0.2,0.1,1324197079
L1_f2,0.0,0.0,0.0,1324197079
L1_f3,0.0,0.0,0.0,1324197079
H1_f1,0.3,0.1,0.1,1324197079
H1_f2,0.0,0.0,0.0,1324197079
H1_f3,0.0,0.0,0.0,1324197079
L1_f1,0.1,0.1,0.0,1324481173
L1_f2,0.1,0.1,0.0,1324481173
L1_f3,0.0,0.0,0.0,1324481173
H1_f1,0.1,0.0,0.0,1324481173
H1_f2,0.1,0.1,0.0,1324481173
H1_f3,0.0,0.0,0.0,1324481173
L1_f1,0.0,0.0,0.0,1324261785
L1_f2,0.0,0.0,0.0,1324261785
L1_f3,0.0,0.0,0.0,1324261785
H1_f1,0.0,0.0,0.0,1324261785
H1_f2,0.0,0.0,0.0,1324261785
H1_f3,0.0,0.0,0.0,1324261785
L1_f1,2.5,1.3,0.6,1323456252
L1_f2,0.1,0.0,0.0,1323456252
L1_f3,0.0,0.0,0.0,1323456252
H1_f1,1.6,0.8,0.4,1323456252
H1_f2,0.0,0.0,0.0,1323456252
H1_f3,0.0,0.0,0.0,1323456252
L1_f1,0.0,0.0,0.0,1325712479
